,year,month,day,hour,V,Verr,N,Nerr,S,Serr,E,Eerr,W,Werr,NE,NEerr,SE,SEerr,NW,NWerr,SW,SWerr,N2,N2err,S2,S2err,E2,E2err,W2,W2err,N3,N3err,S3,S3err,E3,E3err,W3,W3err,Pres.,TIME
4511,2018,7,7,23,2566933,1611,906438,957,928970,969,1139946,1073,1226893,1113,451130,675,467964,687,504315,714,538236,737,262936,515,285382,537,357749,601,406718,641,42255,206,43848,210,87748,297,106976,329,959.222,2018-07-07 23:30:00
4512,2018,7,8,0,2568397,1612,905337,957,928461,969,1144297,1075,1226138,1113,450671,674,468003,687,504812,714,537697,737,264051,516,285552,537,356784,600,405804,640,42259,206,43432,209,87690,297,107194,329,959.747,2018-07-08 00:30:00
4513,2018,7,8,1,2568816,1612,906969,958,928786,969,1141718,1074,1225022,1113,451278,675,467492,687,503492,713,537747,737,263755,516,285439,537,357148,600,406848,641,42365,207,43538,210,88223,298,107478,330,960.182,2018-07-08 01:30:00
4514,2018,7,8,2,2571074,1613,905403,957,931009,970,1142887,1075,1226673,1114,452439,676,467764,687,504246,714,538850,738,263540,516,286006,538,355733,599,407057,642,42877,208,43882,210,88137,298,106626,328,960.412,2018-07-08 02:30:00
4515,2018,7,8,3,2570805,1613,908693,959,931936,971,1143585,1075,1227177,1114,452226,676,467458,687,506525,716,539237,739,263395,516,285878,538,356613,600,407730,642,42546,207,43866,210,88143,298,107355,329,960.627,2018-07-08 03:30:00
4516,2018,7,8,4,2572665,1614,906981,958,930460,970,1145483,1076,1229111,1115,453357,677,470157,689,503873,714,539367,739,264230,517,286434,538,356802,600,406795,642,42590,207,44195,211,87883,298,107360,330,960.975,2018-07-08 04:30:00
4517,2018,7,8,5,2574891,1615,908452,959,929925,970,1147770,1077,1227666,1115,454636,678,468146,688,504876,715,540846,740,263974,517,285820,538,357837,601,405732,641,42621,207,44048,211,88383,299,106838,329,960.968,2018-07-08 05:30:00
4518,2018,7,8,6,2573505,1614,910243,960,931284,971,1146917,1077,1229395,1116,453326,677,469446,689,505101,715,538949,738,264317,517,285739,538,357807,601,406228,641,42879,208,43800,210,88521,299,107546,330,960.935,2018-07-08 06:30:00
4519,2018,7,8,7,2575199,1615,907708,959,931235,971,1145099,1076,1231990,1117,453279,677,469328,689,504918,715,539777,739,264142,517,285350,537,358054,602,407656,642,43088,208,43948,211,87767,298,106786,329,961.309,2018-07-08 07:30:00
4520,2018,7,8,8,2575057,1615,908622,959,932826,972,1146326,1077,1229159,1116,453149,677,468786,689,505951,716,539275,739,264122,517,286419,538,356787,601,407537,642,42812,208,43610,210,88426,299,107552,330,961.492,2018-07-08 08:30:00
4521,2018,7,8,9,2578221,1617,909830,960,933286,972,1146678,1077,1231852,1117,454624,678,470609,690,507365,717,539747,739,263817,517,285787,538,356742,601,407835,643,42595,207,43484,210,88988,300,107499,330,961.774,2018-07-08 09:30:00
4522,2018,7,8,10,2577108,1617,906921,959,933479,973,1145187,1077,1229977,1117,453119,677,470734,690,506171,716,541361,741,264618,518,286830,539,356924,601,406639,642,42680,208,43615,210,88142,299,106868,329,962.351,2018-07-08 10:30:00
4523,2018,7,8,11,2576972,1617,909231,960,932567,973,1146821,1078,1229583,1117,454450,678,470365,690,506284,717,541117,741,263878,517,286537,539,356623,601,407492,643,42288,207,43704,210,88168,299,107448,330,962.968,2018-07-08 11:30:00
4524,2018,7,8,12,2578376,1618,909535,961,931994,973,1145553,1078,1231926,1118,453518,678,470392,690,506070,717,540660,741,264523,518,287226,540,356674,601,407755,643,42828,208,43447,210,88273,299,107443,330,963.339,2018-07-08 12:30:00
4525,2018,7,8,13,2578860,1619,910438,962,933809,974,1145102,1078,1231920,1119,453144,678,469819,690,505251,716,541677,742,263784,517,285738,539,357473,602,408304,644,42683,208,43707,210,88020,299,107452,330,963.852,2018-07-08 13:30:00
4526,2018,7,8,14,2576336,1618,909386,961,934205,974,1144818,1078,1231285,1118,452224,677,469939,690,507530,718,540557,741,263356,517,286893,540,356610,601,407295,643,42563,208,43318,210,88028,299,106973,330,963.956,2018-07-08 14:30:00
4527,2018,7,8,15,2579323,1619,908235,960,931698,973,1145066,1078,1230481,1118,453320,678,470003,690,504698,716,540588,741,264019,518,286614,539,355934,601,407531,643,42427,207,43811,211,87738,298,107227,330,963.709,2018-07-08 15:30:00
4528,2018,7,8,16,2578606,1618,908962,961,933089,973,1144466,1077,1232632,1119,453465,678,469538,690,507004,717,540749,741,264021,517,286400,539,357156,602,407765,643,42785,208,43909,211,88528,299,107432,330,963.287,2018-07-08 16:30:00
4529,2018,7,8,17,2577003,1618,909625,961,933164,973,1143988,1077,1231722,1118,452694,677,470208,690,505918,717,540923,741,264968,518,286947,539,357120,602,408578,644,42563,207,43478,210,88708,300,107435,330,963.385,2018-07-08 17:30:00
4530,2018,7,8,18,2575012,1617,908800,961,932549,973,1146803,1078,1231251,1118,453246,678,468460,689,506462,717,541438,741,263484,517,286990,540,357356,602,409124,644,42900,208,43815,211,87867,298,107821,331,963.515,2018-07-08 18:30:00
4531,2018,7,8,19,2577995,1619,906593,960,932334,973,1145262,1078,1232033,1119,452968,678,468956,690,505876,717,543144,743,263880,518,286277,539,357407,602,408864,644,42418,207,44232,212,88218,299,107390,330,964.151,2018-07-08 19:30:00
4532,2018,7,8,20,2579004,1620,908345,961,933593,974,1146024,1079,1229983,1118,453150,678,470213,691,506567,718,541651,742,264936,519,286732,540,356222,601,408800,645,42659,208,44122,212,88222,299,107272,330,964.74,2018-07-08 20:30:00
4533,2018,7,8,21,2574622,1619,909606,962,931381,973,1146149,1079,1231703,1119,453154,678,469918,691,505816,717,540884,742,264012,518,286319,539,356563,602,409004,645,43184,209,44003,211,88679,300,107231,330,964.966,2018-07-08 21:30:00
4534,2018,7,8,22,2577471,1620,910471,963,932888,974,1147888,1080,1232643,1120,453180,678,470462,691,506039,717,541593,742,264559,519,286951,540,357196,602,407802,644,42294,207,43779,211,88032,299,107216,330,965.454,2018-07-08 22:30:00
4535,2018,7,8,23,2578535,1621,909281,962,934604,976,1147238,1080,1230755,1120,453506,679,470909,692,506801,718,540992,742,264730,519,286505,540,357852,603,408031,644,42603,208,43928,211,87818,299,107720,331,965.964,2018-07-08 23:30:00
4536,2018,7,9,0,2582651,1623,910634,963,935878,977,1148578,1081,1231693,1120,455845,681,470636,692,507108,719,540859,742,265304,520,287776,541,358268,604,408878,645,42659,208,44001,212,88669,300,107694,331,966.502,2018-07-09 00:30:00
4537,2018,7,9,1,2585855,1624,911875,964,936001,977,1148274,1081,1235508,1122,455004,680,471193,692,507282,719,541121,743,265391,520,287162,541,357286,603,408681,645,43021,209,43661,211,88228,300,107521,331,966.881,2018-07-09 01:30:00
4538,2018,7,9,2,2581662,1623,912123,964,935380,977,1148912,1081,1232307,1121,455262,681,471189,692,508758,720,541918,743,265138,520,287341,541,359360,605,408781,645,42623,208,43717,211,88075,299,108061,332,967.093,2018-07-09 02:30:00
4539,2018,7,9,3,2585012,1624,912346,965,934743,976,1149986,1082,1234877,1122,456591,682,471378,693,508284,720,542776,744,265178,520,288582,542,358723,604,409261,646,42901,209,43572,211,88580,300,107445,331,967.204,2018-07-09 03:30:00
4540,2018,7,9,4,2589564,1625,914760,966,935628,977,1149403,1082,1236262,1123,456065,681,472675,694,508471,720,542757,744,266045,521,287552,541,359643,605,409423,646,42495,208,44294,212,88265,300,107315,331,967.229,2018-07-09 04:30:00
4541,2018,7,9,5,2593601,1627,915098,966,935720,977,1151564,1083,1236374,1123,456878,682,471942,693,508539,720,541701,743,264582,519,287642,541,359746,605,410368,647,42747,208,44010,212,88399,300,107840,332,967.244,2018-07-09 05:30:00
4542,2018,7,9,6,2594536,1628,916819,967,935610,977,1153697,1084,1235767,1123,456244,682,471970,693,510945,722,543312,744,265407,520,286660,541,359441,605,409654,646,42996,209,44033,212,87718,299,107016,330,967.774,2018-07-09 06:30:00
4543,2018,7,9,7,2592914,1627,916078,967,938034,979,1153160,1084,1236425,1124,456321,682,471692,693,509019,721,543541,745,266432,521,288081,542,358987,605,410022,647,42932,209,44098,212,88640,300,107824,332,968.01,2018-07-09 07:30:00
4544,2018,7,9,8,2595622,1629,916224,967,938226,979,1151778,1084,1236956,1124,456085,682,471717,693,510259,722,544071,745,266508,521,288384,542,358038,604,411365,648,42556,208,43816,211,88573,300,107555,331,968.452,2018-07-09 08:30:00
4545,2018,7,9,9,2593251,1628,915534,967,939348,980,1155232,1086,1240095,1126,455634,682,472834,694,510867,722,544212,746,265080,520,288566,543,359970,606,411235,648,42846,209,43962,212,89043,301,107816,332,969.019,2018-07-09 09:30:00
4546,2018,7,9,10,2596152,1630,915942,968,939254,980,1154566,1086,1237043,1125,457724,683,472932,695,509767,722,544889,746,265893,521,288313,543,358579,605,410010,647,42790,209,44048,212,88353,300,107990,332,969.564,2018-07-09 10:30:00
4547,2018,7,9,11,2597514,1631,916053,968,940758,981,1154324,1086,1238334,1126,457184,683,473282,695,510635,723,544668,747,266647,522,288522,543,359775,606,411066,648,42896,209,44622,214,88340,300,107723,332,970.224,2018-07-09 11:30:00
4548,2018,7,9,12,2596635,1631,916285,969,937735,980,1151548,1085,1240159,1127,456206,683,472976,695,510406,723,544077,746,266092,522,288251,543,359413,606,411757,649,43127,210,44238,213,88377,301,108031,333,970.796,2018-07-09 12:30:00
4549,2018,7,9,13,2595119,1631,916518,969,938709,981,1150369,1085,1239697,1127,456081,683,471347,694,509639,723,545117,747,265404,521,287900,543,357992,605,410763,649,42884,209,43713,211,88943,302,108206,333,971.232,2018-07-09 13:30:00
4550,2018,7,9,14,2593283,1631,915237,968,935959,979,1151362,1085,1239579,1127,456077,683,472474,695,508855,722,545044,747,266617,522,288061,543,358929,606,411298,649,42976,209,44038,212,88851,301,108180,333,971.223,2018-07-09 14:30:00
4551,2018,7,9,15,2589788,1629,915878,969,937751,980,1148248,1084,1239325,1127,455653,682,471861,694,509221,722,544506,747,265623,521,288485,543,358815,606,411829,649,42678,209,44640,214,88566,301,108169,333,971.153,2018-07-09 15:30:00
4552,2018,7,9,16,2591573,1629,916024,969,937353,980,1150369,1084,1237296,1126,455733,682,472227,695,509371,722,544970,747,266680,522,287561,542,359984,606,411597,649,42807,209,44387,213,88223,300,108741,334,970.684,2018-07-09 16:30:00
4553,2018,7,9,17,2592055,1630,915551,968,937567,980,1150228,1084,1238918,1126,455335,682,473372,695,508275,721,545476,747,265196,521,288819,544,359432,606,410657,648,42725,209,43685,211,88126,300,107895,332,970.704,2018-07-09 17:30:00
4554,2018,7,9,18,2595858,1631,914810,968,938835,981,1152323,1085,1238747,1127,456122,683,472884,695,509486,722,545222,747,266275,522,289324,544,360112,607,410474,648,42730,209,44125,212,88134,300,107761,332,970.871,2018-07-09 18:30:00
4555,2018,7,9,19,2597941,1632,917157,969,939011,981,1152972,1086,1239054,1127,456191,683,472521,695,509596,722,545444,747,265886,522,290030,545,359831,606,410439,648,42859,209,44216,213,88379,301,107865,332,970.999,2018-07-09 19:30:00
4556,2018,7,9,20,2596836,1632,913694,968,940629,982,1151740,1085,1239929,1127,456537,683,474171,696,509942,723,544987,747,266693,523,287914,543,358859,606,410037,648,42977,210,44194,213,88303,301,107563,332,971.492,2018-07-09 20:30:00
4557,2018,7,9,21,2596380,1632,915519,969,938911,981,1156159,1088,1238393,1127,457070,684,472533,695,509548,723,544344,747,266141,522,289090,544,360605,607,411597,650,43187,210,44236,213,88463,301,108169,333,971.882,2018-07-09 21:30:00
4558,2018,7,9,22,2599550,1633,914982,969,940083,982,1154621,1087,1239955,1128,456933,684,474209,696,511042,724,545957,748,266456,523,288507,544,360663,607,411578,650,42946,209,44135,213,88875,302,108035,333,971.935,2018-07-09 22:30:00
4559,2018,7,9,23,2597260,1633,918668,971,940417,982,1156058,1088,1240075,1128,457274,684,474261,697,510295,723,544836,747,266554,523,288912,544,359705,607,410953,649,42594,209,44188,213,88133,300,107310,332,972.112,2018-07-09 23:30:00
4560,2018,7,10,0,2597862,1633,918375,971,941975,983,1155245,1088,1237985,1127,458326,685,473073,696,509513,723,544481,747,266720,523,288873,544,360887,608,410896,649,42571,209,44117,213,88459,301,107739,333,972.267,2018-07-10 00:30:00
4561,2018,7,10,1,2600770,1634,915914,970,938179,981,1155749,1088,1240049,1128,457244,684,474883,697,510663,724,546082,748,266372,523,289465,545,359947,607,411376,650,42689,209,44116,213,88587,301,108138,333,972.457,2018-07-10 01:30:00
4562,2018,7,10,2,2601131,1634,917891,971,940007,982,1157458,1089,1240898,1129,458259,685,474039,697,512406,725,544638,748,266403,523,289332,545,360613,607,411802,650,42461,208,44680,214,88971,302,108051,333,972.471,2018-07-10 02:30:00
4563,2018,7,10,3,2603460,1634,917871,970,941496,983,1156002,1088,1241544,1129,456919,684,475401,697,511689,724,546463,749,265407,522,287971,543,359980,607,411356,649,43330,210,43920,212,88978,302,107813,333,972.02,2018-07-10 03:30:00
4564,2018,7,10,4,2599819,1633,918590,971,940025,982,1155164,1087,1241427,1128,457726,684,473101,696,511516,724,545835,748,266377,522,288776,544,359964,607,411645,650,42936,209,44098,213,88898,302,108171,333,971.948,2018-07-10 04:30:00
4565,2018,7,10,5,2601186,1633,917549,970,941368,982,1154704,1087,1244351,1130,457565,684,473566,696,511794,724,545485,748,267380,523,288839,544,359730,606,411099,649,42900,209,44304,213,88475,301,107600,332,971.52,2018-07-10 05:30:00
4566,2018,7,10,6,2600233,1632,917081,969,941407,982,1155930,1087,1244492,1129,456524,683,472788,695,511120,723,546562,748,266949,523,288657,544,360915,607,411205,649,42761,209,44065,212,88339,300,107266,332,970.941,2018-07-10 06:30:00
4567,2018,7,10,7,2601250,1633,918108,970,939291,981,1155020,1087,1241973,1128,457393,684,473147,695,512806,725,545553,747,266881,523,289052,544,359084,606,413003,650,42840,209,44149,212,89066,302,108223,333,970.805,2018-07-10 07:30:00
4568,2018,7,10,8,2599747,1632,918146,970,939447,981,1153939,1086,1242269,1128,457624,684,473282,695,510794,723,543770,746,267588,523,288551,543,360018,606,411308,649,43341,210,43563,211,88453,301,107992,333,971.041,2018-07-10 08:30:00
4569,2018,7,10,9,2598110,1632,914749,968,941230,982,1155172,1087,1239968,1128,458059,684,472973,695,509811,723,545515,748,265513,522,288772,544,359555,606,412180,650,42688,209,44292,213,88813,301,108550,334,971.604,2018-07-10 09:30:00
4570,2018,7,10,10,2595359,1632,915513,969,940319,982,1152462,1086,1239974,1128,456407,683,472339,695,510083,723,545670,748,265586,522,289305,545,358315,605,411273,649,42966,210,44132,213,88619,301,107697,332,972.09,2018-07-10 10:30:00
4571,2018,7,10,11,2592773,1632,916286,970,940840,983,1154210,1087,1238806,1128,455451,683,473850,696,510876,724,544861,748,266572,523,289477,545,359867,607,411108,649,42907,209,44031,212,88641,301,108189,333,972.431,2018-07-10 11:30:00
4572,2018,7,10,12,2599610,1634,916060,970,940595,983,1154016,1087,1239139,1128,456687,684,472017,695,510769,724,544606,748,265525,522,288327,544,359260,606,410880,649,42600,209,44227,213,88409,301,107445,332,972.795,2018-07-10 12:30:00
4573,2018,7,10,13,2600085,1634,915216,969,940219,983,1155134,1088,1240966,1129,456709,684,472821,696,510408,724,545523,748,266710,523,288417,544,360394,607,409710,648,43080,210,43707,212,88589,301,107347,332,972.917,2018-07-10 13:30:00
4574,2018,7,10,14,2598176,1633,915022,969,939703,982,1152098,1086,1237785,1127,456271,683,471749,695,509988,723,545984,749,265701,522,288882,544,358862,606,411780,650,43048,210,44055,213,87829,300,107310,332,972.665,2018-07-10 14:30:00
4575,2018,7,10,15,2594912,1632,916283,970,939066,982,1152319,1086,1239630,1128,456567,683,470468,694,510888,724,544691,747,266402,523,288128,543,358403,606,410796,649,43074,210,44313,213,88222,300,108265,333,972.152,2018-07-10 15:30:00
4576,2018,7,10,16,2593990,1631,916119,969,937388,980,1152779,1086,1241220,1128,457655,684,471885,695,510647,723,545798,748,266461,522,288250,543,360029,607,412176,650,42869,209,43895,212,88296,301,107459,332,971.571,2018-07-10 16:30:00
4577,2018,7,10,17,2595239,1631,915041,968,937587,980,1152279,1086,1242292,1128,456363,683,471536,694,510510,723,545121,747,265639,521,288181,543,358915,606,411804,649,42939,209,44086,212,87984,300,107739,332,971.19,2018-07-10 17:30:00
4578,2018,7,10,18,2595314,1631,914850,968,940602,982,1152775,1086,1240050,1127,456220,683,473160,695,510808,723,545840,748,265718,521,287999,543,359092,606,410292,648,43197,210,44139,212,88346,300,107987,333,970.9,2018-07-10 18:30:00
4579,2018,7,10,19,2596429,1631,916273,969,939662,981,1150970,1085,1242440,1128,456154,683,473343,695,511919,724,544908,747,266064,522,288760,544,359871,606,410511,648,42722,209,44169,213,88411,301,107377,332,970.962,2018-07-10 19:30:00
4580,2018,7,10,20,2594451,1631,916273,969,940818,982,1151674,1085,1240525,1127,455739,682,472523,695,510791,723,545072,747,266671,522,288177,543,359971,606,411362,649,42750,209,44353,213,88394,301,107829,332,970.871,2018-07-10 20:30:00
4581,2018,7,10,21,2596790,1631,914661,968,939590,981,1155575,1087,1240808,1127,456998,683,472145,695,511188,723,545640,747,265941,522,287736,543,359194,606,411686,649,42944,209,44021,212,88691,301,108697,334,970.822,2018-07-10 21:30:00
4582,2018,7,10,22,2598716,1632,914327,968,938366,980,1152642,1085,1239900,1127,457771,684,473004,695,509470,722,546347,748,265852,522,288283,543,359191,606,410594,648,43090,210,43957,212,88601,301,107488,332,970.789,2018-07-10 22:30:00
4583,2018,7,10,23,2593001,1630,914160,968,937720,980,1151367,1085,1239861,1127,457885,684,472442,695,509967,723,544292,746,266334,522,287506,542,359220,606,410192,648,42998,209,44495,213,88511,301,107564,332,970.635,2018-07-10 23:30:00
4584,2018,7,11,0,2590458,1629,914598,968,938953,981,1151978,1085,1238846,1126,456240,683,472056,694,509137,722,545187,747,265295,521,286965,542,359941,606,410402,648,42986,209,44079,212,88655,301,107566,332,970.677,2018-07-11 00:30:00
4585,2018,7,11,1,2589109,1629,914176,968,938289,980,1152528,1085,1235061,1125,456198,683,471944,694,509583,722,544488,747,266030,522,287497,542,358521,605,409626,648,42816,209,44018,212,88648,301,107966,333,970.899,2018-07-11 01:30:00
4586,2018,7,11,2,2587300,1628,915397,968,935511,979,1153266,1086,1236288,1125,456445,683,472658,695,508108,721,542961,746,265840,522,287711,543,357954,605,410609,648,42701,209,43720,211,88476,301,107659,332,970.966,2018-07-11 02:30:00
4587,2018,7,11,3,2588491,1629,914961,968,935727,979,1150919,1085,1236887,1126,454646,682,471771,694,508617,722,542052,745,265844,522,286755,542,359206,606,408440,647,42488,208,43895,212,88262,300,107022,331,970.823,2018-07-11 03:30:00
4588,2018,7,11,4,2583449,1627,913581,967,933316,978,1150168,1084,1233833,1124,457448,683,471574,694,508498,721,542161,745,266260,522,287324,542,358643,605,410582,648,42916,209,43932,212,88577,301,107816,332,970.443,2018-07-11 04:30:00
4589,2018,7,11,5,2583089,1626,912273,966,935292,978,1149904,1084,1233932,1124,455454,682,472073,694,508149,721,541022,744,265224,521,286720,541,357734,604,407510,646,43039,209,43507,211,88344,300,107229,331,970.099,2018-07-11 05:30:00
4590,2018,7,11,6,2584995,1626,912223,966,934834,978,1149504,1083,1233048,1123,455313,682,470797,693,508627,721,542102,745,265389,521,287279,542,358049,604,409126,647,42822,209,43607,211,88186,300,107748,332,969.706,2018-07-11 06:30:00
4591,2018,7,11,7,2583851,1626,914400,967,933623,977,1146553,1082,1233504,1123,454520,681,468896,692,508278,721,541370,744,266008,521,286211,541,357750,604,408368,646,42710,209,43625,211,88669,301,106891,331,969.276,2018-07-11 07:30:00
4592,2018,7,11,8,2579448,1624,912467,966,932241,976,1146952,1082,1232105,1122,454994,681,469127,692,509134,721,541125,743,265776,521,287044,541,358115,604,408294,646,42495,208,43944,212,88171,300,107561,332,968.848,2018-07-11 08:30:00
4593,2018,7,11,9,2575694,1623,909774,964,931465,976,1144222,1080,1231389,1122,453507,680,468648,691,506520,719,541627,744,265263,520,286457,541,356270,603,409256,647,42544,208,43790,211,88540,300,107287,331,969.07,2018-07-11 09:30:00
4594,2018,7,11,10,2574621,1623,909925,965,931805,976,1144883,1081,1230911,1122,453929,681,468237,691,505737,719,539375,743,264011,519,286620,541,356529,603,409096,647,42582,208,43736,211,88504,301,107138,331,969.533,2018-07-11 10:30:00
4595,2018,7,11,11,2572566,1623,910436,965,929877,975,1143654,1081,1230002,1122,452581,680,469806,692,506336,720,541186,744,264028,519,285178,540,357050,604,407716,646,42820,209,43815,212,88215,300,106403,330,969.717,2018-07-11 11:30:00
4596,2018,7,11,12,2568966,1622,908045,964,928347,975,1143934,1081,1227030,1121,452801,680,469849,693,506226,720,539181,743,263717,519,286643,541,357018,604,406819,645,42512,208,43775,212,87970,300,107222,331,970.307,2018-07-11 12:30:00
4597,2018,7,11,13,2572822,1624,906997,964,930590,976,1143287,1081,1225741,1120,452312,680,468306,692,504504,719,537816,742,264470,520,285718,541,357054,604,407201,646,42626,209,44039,212,88376,301,107068,331,970.724,2018-07-11 13:30:00
4598,2018,7,11,14,2573270,1624,908104,964,930302,976,1143028,1081,1228739,1122,453026,680,468922,692,505524,719,540023,744,264074,520,285628,541,356736,604,407861,646,42224,208,43757,212,87545,299,107053,331,970.603,2018-07-11 14:30:00
4599,2018,7,11,15,2571736,1623,907102,964,926489,974,1144329,1081,1228965,1122,452277,680,468677,692,506563,720,539829,743,263792,519,284502,539,355931,603,407031,645,42467,208,43327,210,87723,299,106901,331,970.336,2018-07-11 15:30:00
4600,2018,7,11,16,2573236,1623,906377,963,930298,975,1142557,1080,1229696,1122,452676,680,467816,691,505768,719,540663,744,264153,520,285056,540,356318,603,407148,645,42400,208,43660,211,87962,300,107319,331,969.618,2018-07-11 16:30:00
4601,2018,7,11,17,2570840,1621,907259,963,929868,975,1141192,1079,1228209,1120,452446,679,467289,690,504989,718,538528,742,264262,519,286010,540,356659,603,408287,646,42461,208,43712,211,88377,300,106463,330,968.698,2018-07-11 17:30:00
4602,2018,7,11,18,2569750,1620,906884,962,928493,974,1140460,1078,1228416,1120,452034,679,467802,690,505554,718,539864,742,264089,519,285256,539,356261,602,407384,645,42323,208,43711,211,87897,299,106642,330,968.322,2018-07-11 18:30:00
4603,2018,7,11,19,2567171,1619,907427,963,928725,974,1140736,1078,1228692,1120,452895,679,467234,690,505840,719,538527,741,263439,518,286100,540,357968,604,406859,644,42300,207,43765,211,87918,299,107113,331,968.307,2018-07-11 19:30:00
4604,2018,7,11,20,2565445,1619,906900,962,926665,973,1144109,1080,1226135,1119,453192,680,467334,690,505443,718,539148,742,263483,518,285142,539,356727,603,407507,645,42669,208,43420,210,88225,300,107236,331,968.324,2018-07-11 20:30:00
4605,2018,7,11,21,2566478,1619,906810,962,928687,974,1141473,1079,1225675,1119,452944,679,467835,690,505386,718,539470,742,263828,519,284995,539,356734,603,406740,644,42875,209,43408,210,87528,299,106483,330,968.421,2018-07-11 21:30:00
4606,2018,7,11,22,2567618,1620,907794,963,929432,974,1143094,1080,1226213,1119,453900,680,469528,692,504062,717,537364,741,262653,518,285489,540,356689,603,407999,645,42236,207,43850,211,88513,300,106549,330,968.529,2018-07-11 22:30:00
4607,2018,7,11,23,2568796,1620,906840,962,926794,973,1142613,1079,1224876,1119,452675,679,468509,691,505299,718,537319,741,263209,518,285688,540,357112,603,405973,644,42137,207,43583,211,88299,300,106737,330,968.626,2018-07-11 23:30:00
4608,2018,7,12,0,2566952,1620,905871,962,928864,974,1142342,1079,1224755,1119,452386,679,467843,690,503722,717,537540,741,263548,519,285732,540,356237,602,405798,644,42714,208,43802,211,88045,300,107367,331,968.5,2018-07-12 00:30:00
4609,2018,7,12,1,2571041,1621,907523,963,931764,975,1142490,1079,1226918,1119,452873,679,468307,691,505781,718,538514,741,264504,519,284992,539,357004,603,406045,644,42537,208,43257,210,87935,299,106459,330,968.188,2018-07-12 01:30:00
4610,2018,7,12,2,2569296,1620,906731,962,930121,975,1144510,1080,1227921,1120,452889,679,467777,690,504713,718,538854,742,264406,519,286045,540,357191,603,406322,644,42879,209,43592,211,87685,299,106791,330,968.221,2018-07-12 02:30:00
4611,2018,7,12,3,2568458,1619,907303,962,929558,974,1139977,1078,1227575,1119,453946,680,468796,691,504279,717,540137,742,263340,518,285803,540,356540,603,407012,644,42617,208,43636,211,87696,299,106403,330,967.936,2018-07-12 03:30:00
4612,2018,7,12,4,2569594,1620,907890,963,928254,973,1143040,1079,1226106,1119,453132,679,468531,691,505637,718,539379,742,263089,518,285342,539,357805,604,406934,644,42699,208,43815,211,87954,299,107379,331,967.958,2018-07-12 04:30:00
4613,2018,7,12,5,2572118,1621,908656,963,930016,974,1145388,1080,1228380,1120,453627,680,468974,691,506101,719,538125,741,264890,520,285193,539,356746,603,406751,644,42720,208,43882,211,87913,299,106960,330,967.836,2018-07-12 05:30:00
4614,2018,7,12,6,2575532,1621,909669,963,929985,974,1144115,1079,1230146,1120,453462,679,467675,690,505627,718,539500,742,263836,519,286199,540,356835,603,406879,644,42501,208,44104,212,88279,300,106878,330,967.432,2018-07-12 06:30:00
4615,2018,7,12,7,2572220,1620,907401,962,929557,973,1144715,1079,1229821,1120,453331,679,467549,690,506504,718,540163,742,264407,519,285414,539,358117,604,407255,644,42535,208,43857,211,87925,299,107432,331,966.903,2018-07-12 07:30:00
4616,2018,7,12,8,2571018,1619,909976,963,931566,974,1143764,1079,1227476,1119,453790,679,469510,691,507492,719,539262,741,264497,519,285839,539,356739,602,407442,644,42316,207,43651,211,88020,299,107725,331,966.625,2018-07-12 08:30:00
4617,2018,7,12,9,2573479,1620,909297,963,930881,974,1139536,1077,1229704,1120,452977,679,468800,691,506806,719,539072,741,264622,519,285792,539,357335,603,407483,644,42728,208,43809,211,87712,299,106781,330,966.719,2018-07-12 09:30:00
4618,2018,7,12,10,2572906,1620,906835,961,931002,974,1142052,1078,1229784,1120,452447,678,468684,690,504832,717,539048,741,263687,518,286010,540,357506,603,407420,644,42748,208,44129,212,88151,299,106669,330,966.708,2018-07-12 10:30:00
4619,2018,7,12,11,2570996,1620,908266,963,931435,975,1143339,1079,1228976,1120,454292,680,468403,690,505282,718,539951,742,263839,519,285848,540,356440,602,407718,645,42520,208,44077,212,87950,299,107035,330,967.362,2018-07-12 11:30:00
4620,2018,7,12,12,2572659,1620,907935,962,930960,975,1144340,1080,1228885,1120,453786,680,468695,691,505720,718,540888,743,264286,519,286899,541,357031,603,407413,645,42890,209,43640,211,88110,299,107252,331,967.486,2018-07-12 12:30:00
4621,2018,7,12,13,2570209,1620,908517,963,930033,974,1143403,1079,1227429,1119,453365,679,470258,692,506117,718,540286,742,264710,519,286090,540,356250,602,407577,645,42511,208,44193,212,87530,298,107308,331,967.484,2018-07-12 13:30:00
4622,2018,7,12,14,2574222,1621,908496,963,930652,974,1143366,1079,1230371,1120,453249,679,469512,691,504281,717,540007,742,264424,519,286434,540,356784,602,408080,645,42226,207,44043,212,88205,300,107281,331,967.137,2018-07-12 14:30:00
4623,2018,7,12,15,2574341,1620,908117,962,931878,974,1145002,1079,1231429,1120,453655,679,470376,692,506520,718,541759,743,263815,518,285736,539,356821,602,407942,645,42620,208,43881,211,87671,299,107420,331,966.564,2018-07-12 15:30:00
4624,2018,7,12,16,2573954,1619,909786,962,931409,974,1145229,1079,1229090,1119,452470,678,469602,691,506554,718,540571,742,264063,518,286058,539,356573,602,409878,646,42659,208,43588,210,87684,298,107285,330,965.51,2018-07-12 16:30:00
4625,2018,7,12,17,2577976,1619,908731,961,930955,973,1142421,1077,1226836,1117,452345,677,469093,690,504604,716,539271,740,264272,518,285079,538,357551,602,408644,644,42536,208,43503,210,88280,299,107758,331,964.423,2018-07-12 17:30:00
