,year,month,day,hour,V,Verr,N,Nerr,S,Serr,E,Eerr,W,Werr,NE,NEerr,SE,SEerr,NW,NWerr,SW,SWerr,N2,N2err,S2,S2err,E2,E2err,W2,W2err,N3,N3err,S3,S3err,E3,E3err,W3,W3err,Pres.,TIME
1450,2018,3,2,10,2535461,1602,893368,951,917234,963,1128126,1068,1209284,1106,445819,671,461608,683,498436,710,531861,733,260032,513,282180,534,352929,597,402056,638,41543,205,43102,209,86283,295,105736,327,960.611,2018-03-02 10:30:00
1451,2018,3,2,11,2536514,1603,892353,951,918607,964,1127739,1068,1211436,1108,446355,672,461323,683,498760,711,532583,734,259618,512,282489,535,351746,596,403212,639,41838,205,43106,209,86440,295,106377,328,961.224,2018-03-02 11:30:00
1452,2018,3,2,12,2536570,1603,895073,952,917416,964,1129959,1069,1210846,1107,446289,672,461936,683,498362,710,532606,734,259845,513,281467,534,351503,596,401168,637,41735,205,43212,209,86771,296,105757,327,961.432,2018-03-02 12:30:00
1453,2018,3,2,13,2538404,1604,894753,952,915967,963,1127866,1068,1211451,1108,446468,672,460162,682,498953,711,532360,734,259866,513,282682,535,351315,596,402533,638,41388,204,42920,208,87025,297,105576,327,961.547,2018-03-02 13:30:00
1454,2018,3,2,14,2537147,1603,895241,952,916235,963,1127137,1068,1212937,1108,446367,672,463574,685,498189,710,531489,733,259812,513,281899,534,352076,597,401264,637,42002,206,42876,208,86531,296,105675,327,961.206,2018-03-02 14:30:00
1455,2018,3,2,15,2535082,1602,892888,951,917668,964,1126367,1067,1212292,1108,445120,671,461704,683,497779,710,532749,734,260287,513,281474,533,349948,595,401640,637,42028,206,42793,208,86811,296,106084,327,960.702,2018-03-02 15:30:00
1456,2018,3,2,16,2536581,1602,892753,950,914332,962,1124628,1066,1210504,1106,446149,671,461789,683,498800,710,532112,733,259666,512,280345,532,351107,595,402022,637,42182,206,43106,208,87014,296,105545,327,960.143,2018-03-02 16:30:00
1457,2018,3,2,17,2532245,1600,893036,950,916505,962,1123599,1065,1210160,1106,445371,670,461445,682,498040,709,531024,732,259841,512,281546,533,349835,594,402073,637,42158,206,42778,208,87115,296,105718,327,959.557,2018-03-02 17:30:00
1458,2018,3,2,18,2528589,1598,895126,951,913826,961,1126945,1066,1210848,1106,445558,670,461203,682,497081,708,530916,732,260579,513,280740,532,351002,595,402443,637,41955,205,42987,208,87642,297,105717,327,958.832,2018-03-02 18:30:00
1459,2018,3,2,19,2532773,1599,894801,950,913620,960,1127685,1066,1210589,1105,445656,670,460711,681,498942,709,530702,732,259246,511,281857,533,351747,595,401525,636,41991,205,43007,208,86647,295,105454,326,958.41,2018-03-02 19:30:00
1460,2018,3,2,20,2533245,1599,894513,950,916141,961,1127277,1066,1208256,1104,444377,669,461718,682,497344,708,531553,732,260046,512,282303,533,351664,595,401598,636,42127,206,43034,208,86350,295,105356,326,958.262,2018-03-02 20:30:00
1461,2018,3,2,21,2533569,1599,892465,949,914437,960,1125348,1065,1211269,1105,444786,669,462736,683,498449,709,530878,732,260361,512,282005,533,351287,595,399798,635,41422,204,43094,208,86606,295,105231,326,958.081,2018-03-02 21:30:00
1462,2018,3,2,22,2532185,1598,893128,949,916051,961,1126842,1066,1208348,1104,445338,670,461517,682,496021,707,531404,732,259574,511,282351,533,351228,595,401183,636,41894,205,42512,207,86898,296,105312,326,957.88,2018-03-02 22:30:00
1463,2018,3,2,23,2532614,1599,892517,949,916724,962,1126334,1066,1209569,1105,446406,671,461549,682,496036,707,530850,732,259502,512,280929,532,351148,595,401478,636,41914,205,43174,208,86780,296,105712,326,958.655,2018-03-02 23:30:00
1464,2018,3,3,0,2531402,1599,893720,950,916904,962,1127003,1066,1207421,1104,446943,671,461789,682,496070,708,531564,733,260261,512,281191,533,351285,595,401843,637,42071,206,43082,208,87265,297,105846,327,959.153,2018-03-03 00:30:00
1465,2018,3,3,1,2536515,1601,893802,950,916616,962,1125875,1066,1210495,1106,445410,670,463733,684,499657,710,531679,733,259110,511,281625,533,350763,595,401356,637,41590,205,43017,208,86997,296,105350,326,959.493,2018-03-03 01:30:00
1466,2018,3,3,2,2540986,1603,894275,951,917692,963,1128026,1067,1209781,1106,444880,670,462570,683,497535,709,532617,733,260809,513,281510,533,351109,595,401675,637,41653,205,43253,209,86916,296,106063,327,959.39,2018-03-03 02:30:00
1467,2018,3,3,3,2539947,1602,895291,951,918773,964,1130133,1068,1209338,1105,445871,671,462886,683,498587,710,531711,733,260602,513,282590,534,351090,595,402957,638,42135,206,42921,208,86498,295,106025,327,959.506,2018-03-03 03:30:00
1468,2018,3,3,4,2538985,1602,893521,950,920801,965,1129509,1068,1214467,1108,445766,671,463398,684,498698,710,533257,734,260895,513,283512,535,352794,597,402709,638,41694,205,42904,208,86940,296,106141,327,959.478,2018-03-03 04:30:00
1469,2018,3,3,5,2539059,1601,894256,950,918554,963,1127994,1067,1212932,1107,446461,671,462601,683,499103,710,532509,733,260095,512,281249,533,352750,596,403343,638,42087,206,43370,209,86604,295,105736,327,958.775,2018-03-03 05:30:00
1470,2018,3,3,6,2542368,1602,894738,950,918853,963,1132045,1068,1212836,1106,447293,671,463493,683,498813,709,531019,732,260252,512,282358,534,351666,595,401381,636,41967,205,43002,208,87178,296,106010,327,958.448,2018-03-03 06:30:00
1471,2018,3,3,7,2543564,1602,895850,951,919407,963,1130411,1067,1214381,1107,447361,671,462585,683,499669,710,533122,733,260918,513,282729,534,352389,596,402000,637,42130,206,43248,209,86837,296,106225,327,957.948,2018-03-03 07:30:00
1472,2018,3,3,8,2541347,1601,895021,950,919031,963,1130249,1067,1212389,1106,447522,671,464216,684,499071,709,534415,734,260859,513,281548,533,351810,595,402716,637,41873,205,43265,209,87102,296,106098,327,957.762,2018-03-03 08:30:00
1473,2018,3,3,9,2541752,1601,893960,949,918153,962,1130542,1067,1213534,1106,445868,670,462541,683,499044,709,532997,733,259876,512,282474,533,352549,596,403794,638,42139,206,43009,208,86769,295,106080,327,957.865,2018-03-03 09:30:00
1474,2018,3,3,10,2541310,1602,896612,951,920321,964,1130516,1068,1214408,1107,446253,671,462614,683,497939,709,533494,734,261514,513,282662,534,352563,596,402077,637,41811,205,43004,208,86180,295,106303,327,958.189,2018-03-03 10:30:00
1475,2018,3,3,11,2541968,1602,896886,951,919606,963,1129201,1067,1212112,1106,447858,672,462632,683,499331,710,533723,734,260925,513,281769,533,351762,595,401807,637,41747,205,42970,208,86618,295,106240,327,958.444,2018-03-03 11:30:00
1476,2018,3,3,12,2542817,1603,894685,951,919637,964,1128842,1067,1213823,1107,446778,671,463033,683,499038,710,532202,733,260611,513,282645,534,351468,595,402050,637,41964,205,43183,209,86457,295,106314,328,959.168,2018-03-03 12:30:00
1477,2018,3,3,13,2541970,1603,894996,951,918830,964,1127466,1067,1214823,1108,445694,671,462358,683,498617,710,532651,734,260178,513,281693,533,351926,596,403544,638,41919,205,43182,209,86566,295,105560,326,959.618,2018-03-03 13:30:00
1478,2018,3,3,14,2539169,1602,895230,951,918700,963,1127054,1067,1212550,1107,447031,672,462837,683,500410,711,533957,734,260246,513,281792,533,352189,596,402419,637,42096,206,42848,208,87070,296,106367,328,959.411,2018-03-03 14:30:00
1479,2018,3,3,15,2537748,1601,893481,950,917953,963,1127297,1066,1214168,1107,445614,670,461088,682,497772,709,532957,733,260509,513,281387,533,351553,595,403434,638,41999,206,43059,208,86671,295,105879,327,958.884,2018-03-03 15:30:00
1480,2018,3,3,16,2534922,1600,894885,950,917189,962,1126877,1066,1214427,1107,446598,671,461001,682,497427,708,532820,733,260881,513,281829,533,350828,595,402496,637,41878,205,42391,206,86744,295,105717,326,958.252,2018-03-03 16:30:00
1481,2018,3,3,17,2534302,1598,894958,949,914836,960,1128572,1066,1210112,1104,446355,670,461882,682,497861,708,532188,732,260003,512,281979,533,351390,595,401942,636,41810,205,43354,209,87251,296,106147,327,956.922,2018-03-03 17:30:00
1482,2018,3,3,18,2534757,1597,891955,947,915170,960,1127384,1065,1212586,1105,446886,670,461546,681,497779,708,531666,731,259734,511,281117,532,351294,594,403182,637,41874,205,42772,207,86703,295,106231,327,955.893,2018-03-03 18:30:00
1483,2018,3,3,19,2532179,1596,894255,948,916875,960,1127868,1065,1211340,1104,446385,670,460182,680,498251,708,532344,731,260454,511,281540,532,351527,594,402250,636,42275,206,43153,208,86895,295,106193,327,955.382,2018-03-03 19:30:00
1484,2018,3,3,20,2532703,1596,892879,948,916343,960,1126254,1064,1209310,1103,444768,668,460825,680,498060,708,530375,730,260248,511,281273,532,351388,594,400575,634,41360,204,43179,208,86688,295,105642,326,955.444,2018-03-03 20:30:00
1485,2018,3,3,21,2533926,1597,892450,947,916638,960,1126473,1064,1211252,1104,446576,670,461376,681,498347,708,531546,731,260080,511,281538,532,351059,594,401189,635,41958,205,43176,208,86756,295,105980,326,955.413,2018-03-03 21:30:00
1486,2018,3,3,22,2531257,1596,891682,947,916050,960,1127340,1065,1210605,1104,445339,669,462465,682,497401,707,532005,731,261037,512,282505,533,351602,594,403717,637,41713,204,43047,208,86746,295,105768,326,955.708,2018-03-03 22:30:00
1487,2018,3,3,23,2529674,1596,894114,949,914647,959,1126876,1065,1209139,1103,446253,670,461478,681,497027,707,533441,733,259690,511,281472,532,351322,594,401500,636,41889,205,43048,208,86196,294,106370,327,956.23,2018-03-03 23:30:00
1488,2018,3,4,0,2532771,1597,893835,949,915343,960,1127013,1065,1211826,1105,445905,670,461479,681,497964,708,531058,731,260129,512,281674,532,351670,595,402136,636,42008,205,43390,209,86812,295,104778,325,956.632,2018-03-04 00:30:00
1489,2018,3,4,1,2533513,1598,894233,949,917600,961,1126929,1065,1208855,1103,446568,670,461019,681,496351,707,531231,731,259945,511,281152,532,350840,594,400911,635,42247,206,43200,208,86117,294,105964,326,956.608,2018-03-04 01:30:00
1490,2018,3,4,2,2534466,1598,894231,949,916798,961,1129826,1066,1211588,1105,448148,671,461606,681,498417,708,531460,731,259125,511,282531,533,351801,595,403481,637,42180,206,43389,209,86272,294,106096,327,956.621,2018-03-04 02:30:00
1491,2018,3,4,3,2535819,1598,894543,949,917625,961,1128004,1065,1211519,1104,446538,670,462109,682,498862,709,532133,732,259471,511,282053,533,350728,594,401182,635,42168,206,43098,208,87301,296,106031,326,956.399,2018-03-04 03:30:00
1492,2018,3,4,4,2537583,1598,893883,948,917414,961,1127469,1065,1210225,1103,444877,669,463431,682,498908,708,532799,732,258970,510,282757,533,352337,595,402642,636,42197,206,42825,207,86847,295,105805,326,955.73,2018-03-04 04:30:00
1493,2018,3,4,5,2539938,1598,896659,949,918753,961,1127405,1064,1212785,1104,446947,670,463136,682,498909,708,531811,731,259487,510,282478,533,351993,594,401871,635,42077,205,43806,209,86385,294,106583,327,955.121,2018-03-04 05:30:00
1494,2018,3,4,6,2542320,1598,893855,948,920379,962,1129822,1065,1213436,1104,445678,669,462873,682,498885,708,533950,732,259694,511,283069,533,351724,594,403369,636,41643,204,43053,208,85950,293,105349,325,954.615,2018-03-04 06:30:00
1495,2018,3,4,7,2544554,1599,894437,948,920891,962,1131845,1066,1213570,1104,446655,669,463611,682,498836,708,534967,733,260380,511,282937,533,351628,594,402018,635,42191,205,43627,209,86357,294,106109,326,954.4,2018-03-04 07:30:00
1496,2018,3,4,8,2542899,1598,896074,949,922508,963,1129810,1065,1215512,1105,447848,670,462956,682,498213,707,534453,733,260177,511,283330,533,353083,595,403138,636,42512,206,43123,208,86673,295,106108,326,954.432,2018-03-04 08:30:00
1497,2018,3,4,9,2541451,1598,897105,949,919630,961,1130807,1066,1216314,1105,446648,670,462753,681,497938,707,534145,732,260389,511,282576,533,351983,594,404076,637,42245,206,43166,208,87010,295,105906,326,954.584,2018-03-04 09:30:00
1498,2018,3,4,10,2542050,1599,894760,949,920599,962,1131790,1067,1212344,1104,446476,670,462252,681,498397,708,535702,734,261306,512,283520,534,352251,595,403545,637,42283,206,43268,208,86732,295,106162,326,955.461,2018-03-04 10:30:00
1499,2018,3,4,11,2542844,1600,894990,949,920087,962,1131423,1067,1214838,1106,447169,670,462119,682,499542,709,534315,733,260231,511,282822,533,351601,594,403192,637,42100,205,42987,208,86880,295,105842,326,956.091,2018-03-04 11:30:00
1500,2018,3,4,12,2542540,1600,896181,950,920572,963,1130308,1066,1215930,1107,446308,670,463038,682,498324,708,534754,734,260166,512,281971,533,351581,595,402260,636,42005,205,43070,208,87152,296,105461,326,956.53,2018-03-04 12:30:00
1501,2018,3,4,13,2542305,1600,895777,950,919923,962,1128740,1066,1216533,1107,446169,670,462540,682,498327,708,532133,732,260493,512,282313,533,350628,594,401345,636,42094,205,43074,208,86390,295,106102,327,956.64,2018-03-04 13:30:00
1502,2018,3,4,14,2537745,1599,895423,949,920371,963,1130488,1066,1214832,1106,445885,670,461989,682,498878,709,533537,733,259130,510,281743,532,352707,595,404109,638,41856,205,42822,207,86667,295,106222,327,956.349,2018-03-04 14:30:00
1503,2018,3,4,15,2540094,1599,894716,949,917038,960,1128908,1065,1212751,1105,446443,670,461063,681,498862,708,533472,732,260741,512,281991,532,351820,595,402471,636,42287,206,42945,208,86854,295,106156,327,955.784,2018-03-04 15:30:00
1504,2018,3,4,16,2535632,1597,892975,947,916941,960,1127204,1064,1212049,1104,448377,671,460487,680,498751,708,529988,730,261354,512,282040,532,351372,594,404187,637,42001,205,42750,207,86926,295,106403,327,955.112,2018-03-04 16:30:00
1505,2018,3,4,17,2532694,1595,893578,947,916605,960,1126050,1063,1212941,1104,445410,669,461994,681,498653,708,532182,731,259299,510,281677,532,351325,594,402338,636,42422,206,42831,207,86982,295,106498,327,954.534,2018-03-04 17:30:00
1506,2018,3,4,18,2535828,1596,894111,947,916966,959,1127619,1064,1210358,1102,446470,669,462292,681,499291,708,532470,731,259550,510,281729,532,349769,592,402662,636,42048,205,43564,209,86529,294,105812,326,953.922,2018-03-04 18:30:00
1507,2018,3,4,19,2534007,1595,892937,946,915157,958,1127575,1063,1211963,1103,446006,669,463129,681,496662,706,532065,730,259358,510,281415,531,350465,593,401238,634,42352,206,43443,208,86668,295,105609,325,953.558,2018-03-04 19:30:00
1508,2018,3,4,20,2534518,1595,892847,946,918093,960,1127377,1063,1210477,1102,445451,668,462135,681,497863,707,533952,732,259933,510,282243,532,351837,594,401405,634,42314,206,43263,208,86488,294,105892,326,953.479,2018-03-04 20:30:00
1509,2018,3,4,21,2536938,1595,892723,946,918025,960,1127567,1063,1211135,1102,446369,669,462502,681,498524,707,533038,731,259028,509,282103,532,351261,593,402669,635,42170,205,42947,207,86841,295,106267,326,953.337,2018-03-04 21:30:00
1510,2018,3,4,22,2536259,1595,893880,947,918447,960,1127114,1063,1212191,1103,446156,669,462163,681,497782,707,533215,731,259792,510,282419,532,352059,594,402503,635,41684,204,43651,209,86704,295,105334,325,953.464,2018-03-04 22:30:00
1511,2018,3,4,23,2539676,1597,894376,947,917841,960,1129062,1064,1211691,1103,445951,669,461901,681,498317,707,533172,731,259144,510,281184,531,351500,594,401500,635,42003,205,42973,207,86829,295,105584,325,953.976,2018-03-04 23:30:00
1512,2018,3,5,0,2537941,1597,893315,947,917721,960,1126424,1063,1211779,1103,445799,669,462688,681,499169,708,533050,732,258941,510,282300,532,350758,593,402013,635,41775,204,43624,209,86585,295,105514,325,954.518,2018-03-05 00:30:00
1513,2018,3,5,1,2535930,1596,891671,946,916777,960,1125795,1063,1211192,1103,445633,669,460644,680,499066,708,533572,732,259279,510,281945,532,350829,593,403151,636,42164,205,43347,208,86805,295,106168,326,954.707,2018-03-05 01:30:00
1514,2018,3,5,2,2533729,1596,892972,947,918770,961,1125972,1063,1211463,1103,446003,669,461555,681,499138,708,532519,731,259107,510,282188,532,351038,593,403194,636,41853,205,43084,208,86558,295,106105,326,954.558,2018-03-05 02:30:00
1515,2018,3,5,3,2534569,1596,892294,947,917347,960,1128636,1065,1212436,1104,445408,669,462319,681,498337,707,531562,731,259530,510,283014,533,351258,594,401944,635,41999,205,42801,207,86631,295,106413,327,954.589,2018-03-05 03:30:00
1516,2018,3,5,4,2532334,1595,894171,947,918211,960,1125243,1063,1211076,1103,446184,669,460647,680,496359,706,533896,732,259539,510,282365,532,351606,594,401437,635,41836,205,43384,208,86747,295,105992,326,954.186,2018-03-05 04:30:00
1517,2018,3,5,5,2533396,1595,892746,947,917898,960,1127239,1063,1213014,1103,445666,669,461416,680,497654,707,533356,732,259010,510,282312,532,351876,594,401968,635,42404,206,43113,208,86622,295,106296,326,953.895,2018-03-05 05:30:00
1518,2018,3,5,6,2540112,1597,893672,947,917437,960,1129630,1065,1211151,1103,446631,669,462078,681,498526,707,531722,730,259947,511,282712,532,352194,594,402223,635,42218,205,43660,209,86329,294,106017,326,953.904,2018-03-05 06:30:00
1519,2018,3,5,7,2535857,1596,892747,947,920411,961,1127742,1064,1211166,1103,447145,670,462859,681,498226,707,532971,731,260157,511,282658,532,351386,594,401418,635,41963,205,43189,208,87263,296,105917,326,953.871,2018-03-05 07:30:00
1520,2018,3,5,8,2537585,1596,893993,947,919747,961,1129276,1065,1212219,1103,446768,669,463094,682,498027,707,532943,731,259742,510,282575,532,351855,594,402531,635,42374,206,43084,208,87173,295,106174,326,953.993,2018-03-05 08:30:00
1521,2018,3,5,9,2540129,1598,894047,948,919917,961,1129983,1065,1211646,1103,444402,668,462610,681,497777,707,534737,733,259993,511,283100,533,352252,594,402291,635,41798,204,43283,208,87066,295,105987,326,954.443,2018-03-05 09:30:00
1522,2018,3,5,10,2539752,1598,894620,948,920634,962,1129144,1065,1212693,1104,446499,670,462889,682,498201,708,533469,732,259475,510,282464,533,350439,593,402299,636,42329,206,42927,207,86942,295,106028,326,955.133,2018-03-05 10:30:00
1523,2018,3,5,11,2536218,1597,892346,947,917876,961,1128622,1065,1213425,1105,445678,669,461858,681,497964,707,534425,733,260805,512,281966,532,350946,594,402472,636,41637,204,43231,208,86869,295,106304,327,955.487,2018-03-05 11:30:00
1524,2018,3,5,12,2537219,1598,897230,950,917725,961,1129364,1066,1216665,1107,446567,670,462097,682,498950,708,534500,733,259559,511,281475,532,352240,595,402983,637,42000,205,43275,208,86547,295,105856,326,956.122,2018-03-05 12:30:00
1525,2018,3,5,13,2537515,1599,894871,949,916469,961,1128408,1066,1210176,1104,447568,671,461827,681,498049,708,532351,732,260006,511,281452,532,351918,595,403325,637,41784,205,43228,208,86318,294,105972,326,956.423,2018-03-05 13:30:00
1526,2018,3,5,14,2538215,1599,894570,949,915867,960,1127244,1065,1211369,1104,447203,671,462244,682,497865,708,532140,732,259134,510,282856,533,350515,594,402337,636,42012,205,42875,207,86673,295,106093,327,956.205,2018-03-05 14:30:00
1527,2018,3,5,15,2533909,1597,894380,948,914621,959,1125472,1064,1211995,1104,446297,670,460973,681,497388,707,531017,731,259551,511,281163,532,350556,593,401667,635,42072,205,43159,208,85988,294,105884,326,955.58,2018-03-05 15:30:00
1528,2018,3,5,16,2535072,1596,892387,947,917795,960,1125810,1063,1211653,1104,445035,668,461260,681,498742,708,531284,731,260089,511,280782,531,352031,594,403212,636,41936,205,42830,207,86384,294,105585,325,954.924,2018-03-05 16:30:00
1529,2018,3,5,17,2535666,1596,891449,946,915161,959,1126583,1063,1209441,1102,444970,668,461853,681,497857,707,531105,730,260077,511,281448,531,351040,593,403385,636,42284,206,43233,208,86371,294,105678,325,954.261,2018-03-05 17:30:00
1530,2018,3,5,18,2530398,1594,890267,945,914422,958,1123909,1062,1209708,1102,444448,668,461297,680,499115,708,531339,730,259767,510,282107,532,350201,593,403159,636,41966,205,42945,207,86686,295,106083,326,953.783,2018-03-05 18:30:00
1531,2018,3,5,19,2528142,1593,893224,947,914896,958,1124948,1062,1209978,1102,444472,668,461094,680,497259,706,531908,731,259247,510,281372,531,351372,594,401119,634,41729,204,42844,207,86370,294,105412,325,954.025,2018-03-05 19:30:00
1532,2018,3,5,20,2528541,1594,891029,946,915980,959,1123678,1062,1208497,1102,443676,667,461118,680,497225,706,529262,729,259731,510,281056,531,350231,593,402196,635,42050,205,42612,206,86891,295,105488,325,954.23,2018-03-05 20:30:00
1533,2018,3,5,21,2527605,1593,889127,945,914313,958,1126377,1063,1206984,1101,444215,667,461361,680,496207,706,531646,730,258897,509,281351,531,351616,594,400121,633,42196,205,42761,207,87142,295,105725,325,953.81,2018-03-05 21:30:00
1534,2018,3,5,22,2528149,1593,892803,947,915363,959,1126225,1063,1209225,1102,445305,668,461506,680,496823,706,531853,731,260165,511,281514,531,350853,593,402096,635,41826,205,42920,207,86177,294,105561,325,954.135,2018-03-05 22:30:00
1535,2018,3,5,23,2528567,1594,891089,946,914094,958,1126188,1063,1209790,1103,444057,668,463069,682,496069,706,531818,731,258486,509,281380,531,351384,594,400912,634,41523,204,43018,208,86756,295,105599,325,954.704,2018-03-05 23:30:00
1536,2018,3,6,0,2527779,1594,891297,947,915076,959,1127817,1065,1207236,1102,445957,669,462305,681,495726,706,530526,730,259417,510,282581,533,352036,595,401680,635,41965,205,43145,208,86972,295,105375,325,955.325,2018-03-06 00:30:00
1537,2018,3,6,1,2530511,1595,891806,947,915814,960,1122181,1062,1210683,1103,445245,669,460131,680,496944,707,529937,730,259163,510,280601,531,350844,594,402169,636,42130,205,43192,208,86068,294,105721,326,955.3,2018-03-06 01:30:00
1538,2018,3,6,2,2528069,1594,891178,946,916835,960,1125354,1063,1208187,1102,444834,668,462206,681,496525,706,531098,731,259822,511,281693,532,351017,594,401238,635,42177,206,43235,208,86316,294,105354,325,955.146,2018-03-06 02:30:00
1539,2018,3,6,3,2535681,1597,892498,947,917701,960,1126664,1064,1208196,1102,445580,669,462842,682,496893,707,532219,731,259986,511,282054,532,351025,594,400761,635,41663,204,43232,208,86984,295,106305,327,955.253,2018-03-06 03:30:00
1540,2018,3,6,4,2536087,1597,892454,947,916803,960,1126678,1064,1210681,1103,445748,669,462954,682,497437,707,532345,731,260006,511,281139,531,350805,594,401061,635,41688,204,42891,207,86896,295,106181,326,955.292,2018-03-06 04:30:00
1541,2018,3,6,5,2533987,1596,893854,948,916123,960,1125581,1063,1212240,1104,445774,669,461446,681,498477,708,532713,732,260679,512,281066,531,352173,595,402939,636,41917,205,43042,208,86586,295,106134,326,955.21,2018-03-06 05:30:00
1542,2018,3,6,6,2533269,1596,891756,947,916691,960,1125865,1064,1212003,1104,445418,669,462693,682,497848,707,532803,732,258881,510,281141,531,350663,593,401993,635,41473,204,43019,208,86655,295,106271,327,955.078,2018-03-06 06:30:00
1543,2018,3,6,7,2535811,1597,892000,947,917244,960,1127791,1064,1209770,1103,446304,669,462055,681,496552,706,532066,731,259997,511,281376,532,351986,594,402341,636,42651,207,42639,207,87053,295,105681,326,955.112,2018-03-06 07:30:00
1544,2018,3,6,8,2535354,1597,892188,947,918129,961,1128308,1065,1210606,1103,446440,670,463514,682,497447,707,531220,731,259082,510,282488,533,350778,593,401626,635,42202,206,43084,208,86748,295,106035,326,955.286,2018-03-06 08:30:00
1545,2018,3,6,9,2538022,1598,892812,948,918321,961,1130616,1066,1209570,1103,445181,669,462091,681,497912,708,532622,732,259718,511,282823,533,351031,594,402637,636,42405,206,43099,208,86274,294,105872,326,955.899,2018-03-06 09:30:00
1546,2018,3,6,10,2536724,1599,894269,949,917263,961,1128911,1066,1211281,1104,445576,669,462180,682,499248,709,532731,732,259943,511,283271,534,351768,595,402552,637,42118,206,43092,208,87465,296,106279,327,956.645,2018-03-06 10:30:00
1547,2018,3,6,11,2542510,1601,894067,949,918485,962,1128794,1066,1211273,1105,445921,670,462107,682,499120,709,532467,732,259874,511,282418,533,352741,596,402311,636,42245,206,43471,209,86951,296,106407,327,956.897,2018-03-06 11:30:00
1548,2018,3,6,12,2540897,1600,897294,951,920334,963,1128044,1066,1212381,1105,445874,670,462651,682,499814,710,533698,733,259876,512,282369,533,351016,594,401542,636,42165,206,43499,209,86621,295,106001,327,957.255,2018-03-06 12:30:00
1549,2018,3,6,13,2542891,1601,893518,949,918576,962,1129640,1067,1212926,1106,446608,671,463550,683,498390,709,532852,733,259865,512,282451,533,351194,595,402224,637,42045,205,43327,209,86512,295,105732,326,957.5,2018-03-06 13:30:00
1550,2018,3,6,14,2541227,1601,895304,950,918273,962,1130960,1067,1214087,1106,447195,671,463162,683,497753,708,533815,733,259797,511,284255,535,353001,596,402374,637,42272,206,42598,207,86945,296,105816,326,957.291,2018-03-06 14:30:00
1551,2018,3,6,15,2540051,1600,895723,950,919028,962,1127510,1065,1211865,1105,447180,671,461962,682,499294,709,533392,733,260830,512,282683,533,351502,595,402412,636,41970,205,42862,207,86090,294,105601,326,956.873,2018-03-06 15:30:00
1552,2018,3,6,16,2540354,1600,895174,949,916574,961,1127053,1065,1212376,1105,446082,670,462238,682,499348,709,531948,732,260268,512,281516,532,352131,595,401648,636,42123,206,43034,208,86371,295,105928,326,956.568,2018-03-06 16:30:00
1553,2018,3,6,17,2537479,1598,894661,949,918079,961,1128832,1066,1214204,1106,446443,670,462260,682,500440,710,534651,733,260408,512,282064,533,351757,595,402933,637,41996,205,42882,207,86629,295,105827,326,956.264,2018-03-06 17:30:00
1554,2018,3,6,18,2534909,1597,895595,949,916707,960,1125548,1064,1212872,1105,447108,670,463312,682,498862,708,533958,733,260192,511,281370,532,350898,594,402838,636,41999,205,42975,208,86832,295,105950,326,955.848,2018-03-06 18:30:00
1555,2018,3,6,19,2534080,1597,892924,948,915858,960,1124418,1063,1212405,1105,447641,671,461792,681,498833,708,531799,731,259505,511,282171,533,350375,593,401581,635,42032,205,43226,208,86428,295,106367,327,955.916,2018-03-06 19:30:00
1556,2018,3,6,20,2533448,1597,893711,948,917320,961,1126425,1064,1210366,1104,445232,669,461230,681,497408,707,533563,733,259938,511,282102,533,352563,595,402586,636,42295,206,43443,209,86573,295,106151,327,956.106,2018-03-06 20:30:00
1557,2018,3,6,21,2531884,1597,892990,948,916174,960,1126737,1065,1210068,1104,445913,670,462170,682,497400,708,533339,733,259666,511,282205,533,351588,595,403052,637,41919,205,43045,208,86935,295,105864,326,956.488,2018-03-06 21:30:00
1558,2018,3,6,22,2536575,1599,892282,948,916577,961,1127661,1066,1210133,1104,446588,670,463120,683,497769,708,533040,733,259835,511,281654,533,352521,596,402159,636,41957,205,43041,208,86599,295,105991,327,957.172,2018-03-06 22:30:00
1559,2018,3,6,23,2534935,1599,893258,949,918419,962,1127891,1066,1209612,1104,446251,670,462940,683,497923,708,532336,732,260166,512,281827,533,351223,595,401977,636,41770,205,43160,208,86728,295,105764,326,957.703,2018-03-06 23:30:00
1560,2018,3,7,0,2533857,1599,893776,949,917202,962,1128022,1066,1212800,1106,446773,671,462619,683,498530,709,531784,732,260219,512,282596,534,351596,595,402602,637,42053,206,43129,208,86765,295,106006,327,958.054,2018-03-07 00:30:00
1561,2018,3,7,1,2534931,1600,894169,950,916859,962,1129395,1067,1211733,1106,446759,671,463516,683,497592,708,533484,734,260145,512,282674,534,351050,595,403111,638,41960,205,43293,209,87022,296,105762,326,958.252,2018-03-07 01:30:00
1562,2018,3,7,2,2537996,1601,895341,951,918124,963,1129169,1067,1212238,1106,447280,671,461949,682,497864,709,532587,733,260411,512,282488,534,351647,595,402593,637,41952,205,42935,208,86147,295,105933,327,958.544,2018-03-07 02:30:00
1563,2018,3,7,3,2539670,1601,894573,950,918567,963,1129050,1067,1213033,1106,446702,671,462469,683,498153,709,533027,733,260785,513,282178,533,353105,596,401966,637,42192,206,43072,208,86736,295,105932,327,958.384,2018-03-07 03:30:00
1564,2018,3,7,4,2542562,1602,895053,950,917543,962,1127661,1066,1212091,1106,447001,671,464840,684,498370,709,534280,734,260205,512,281571,533,352544,596,403041,638,42034,206,42874,208,86424,295,106398,327,958.331,2018-03-07 04:30:00
